Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0,34.66667,93361.0589,0,0.05754,75.0,0,0,0,0.006,0,0
0.0001,34.66745,93364.84756,14.1221,0.05754,74.99845,0.0,95.87832,0.0,0.006,20480.64894,0.0
0.0002,34.66823,93368.63633,14.12267,0.05753,74.9969,0.01187,95.87717,0.0,0.006,20481.48005,0.0
0.0003,34.66901,93372.42521,14.12324,0.05753,74.99536,0.01187,95.87601,0.0,0.006,20482.31119,0.0
0.0004,34.6698,93376.21421,14.12382,0.05753,74.99381,0.01187,95.87486,0.0,0.006,20483.14235,0.0
0.0005,34.67058,93380.00332,14.12439,0.05753,74.99226,0.01187,95.8737,0.0,0.006,20483.97353,0.0
0.0006,34.67136,93383.79254,14.12496,0.05753,74.99071,0.01187,95.87255,0.0,0.006,20484.80474,0.0
0.0007,34.67214,93387.58188,14.12553,0.05753,74.98917,0.01187,95.8714,0.0,0.006,20485.63597,0.0
0.0008,34.67292,93391.37133,14.12611,0.05753,74.98762,0.01187,95.87024,0.0,0.006,20486.46723,0.0
0.0009,34.67371,93395.16089,14.12668,0.05753,74.98607,0.01187,95.86909,0.0,0.006,20487.29852,0.0
0.001,34.67449,93398.95057,14.12725,0.05752,74.98452,0.01188,95.86793,0.0,0.006,20488.12983,0.0
0.0011,34.67527,93402.74036,14.12783,0.05752,74.98297,0.01188,95.86678,0.0,0.006,20488.96116,0.0
0.0012,34.67605,93406.53027,14.1284,0.05752,74.98143,0.01188,95.86563,0.0,0.006,20489.79252,0.0
0.0013,34.67684,93410.32028,14.12897,0.05752,74.97988,0.01188,95.86447,0.0,0.006,20490.6239,0.0
0.0014,34.67762,93414.11041,14.12955,0.05752,74.97833,0.01188,95.86332,0.0,0.006,20491.45531,0.0
0.0015,34.6784,93417.90066,14.13012,0.05752,74.97678,0.01188,95.86216,0.0,0.006,20492.28675,0.0
0.0016,34.67918,93421.69101,14.13069,0.05752,74.97523,0.01188,95.86101,0.0,0.006,20493.1182,0.0
0.0017,34.67996,93425.48148,14.13127,0.05752,74.97368,0.01188,95.85986,0.0,0.006,20493.94969,0.0
0.0018,34.68075,93429.27207,14.13184,0.05752,74.97214,0.01188,95.8587,0.0,0.006,20494.78119,0.0
0.0019,34.68153,93433.06276,14.13241,0.05751,74.97059,0.01188,95.85755,0.0,0.006,20495.61273,0.0
0.002,34.68231,93436.85357,14.13299,0.05751,74.96904,0.01188,95.85639,0.0,0.006,20496.44429,0.0
0.0021,34.68309,93440.6445,14.13356,0.05751,74.96749,0.01188,95.85524,0.0,0.006,20497.27587,0.0
0.0022,34.68388,93444.43553,14.13413,0.05751,74.96594,0.01188,95.85409,0.0,0.006,20498.10747,0.0
0.0023,34.68466,93448.22669,14.13471,0.05751,74.96439,0.01188,95.85293,0.0,0.006,20498.93911,0.0
0.0024,34.68544,93452.01795,14.13528,0.05751,74.96284,0.01188,95.85178,0.0,0.006,20499.77076,0.0
0.0025,34.68622,93455.80933,14.13585,0.05751,74.96129,0.01188,95.85062,0.0,0.006,20500.60245,0.0
0.0026,34.68701,93459.60082,14.13643,0.05751,74.95974,0.01188,95.84947,0.0,0.006,20501.43415,0.0
0.0027,34.68779,93463.39242,14.137,0.0575,74.9582,0.01188,95.84832,0.0,0.006,20502.26588,0.0
0.0028,34.68857,93467.18414,14.13758,0.0575,74.95665,0.01188,95.84716,0.0,0.006,20503.09764,0.0
0.0029,34.68935,93470.97597,14.13815,0.0575,74.9551,0.01188,95.84601,0.0,0.006,20503.92942,0.0
0.003,34.69014,93474.76791,14.13872,0.0575,74.95355,0.01189,95.84486,1e-05,0.00599,20504.76123,0.0
0.0031,34.69092,93478.55997,14.1393,0.0575,74.952,0.01189,95.8437,1e-05,0.00599,20505.59306,0.0
0.0032,34.6917,93482.35214,14.13987,0.0575,74.95045,0.01189,95.84255,1e-05,0.00599,20506.42492,0.0
0.0033,34.69248,93486.14442,14.14044,0.0575,74.9489,0.01189,95.8414,1e-05,0.00599,20507.2568,0.0
0.0034,34.69327,93489.93682,14.14102,0.0575,74.94735,0.01189,95.84024,1e-05,0.00599,20508.0887,0.0
0.0035,34.69405,93493.72933,14.14159,0.0575,74.9458,0.01189,95.83909,1e-05,0.00599,20508.92063,0.0
0.0036,34.69483,93497.52195,14.14216,0.05749,74.94425,0.01189,95.83793,1e-05,0.00599,20509.75259,0.0
0.0037,34.69561,93501.31469,14.14274,0.05749,74.9427,0.01189,95.83678,1e-05,0.00599,20510.58457,0.0
0.0038,34.6964,93505.10754,14.14331,0.05749,74.94115,0.01189,95.83563,1e-05,0.00599,20511.41657,0.0
0.0039,34.69718,93508.9005,14.14389,0.05749,74.9396,0.01189,95.83447,1e-05,0.00599,20512.2486,0.0
0.004,34.69796,93512.69358,14.14446,0.05749,74.93805,0.01189,95.83332,1e-05,0.00599,20513.08066,0.0
0.0041,34.69874,93516.48677,14.14503,0.05749,74.9365,0.01189,95.83217,1e-05,0.00599,20513.91274,0.0
0.0042,34.69953,93520.28007,14.14561,0.05749,74.93495,0.01189,95.83101,1e-05,0.00599,20514.74484,0.0
0.0043,34.70031,93524.07349,14.14618,0.05749,74.9334,0.01189,95.82986,1e-05,0.00599,20515.57697,0.0
0.0044,34.70109,93527.86702,14.14675,0.05748,74.93185,0.01189,95.82871,1e-05,0.00599,20516.40913,0.0
0.0045,34.70187,93531.66066,14.14733,0.05748,74.9303,0.01189,95.82755,1e-05,0.00599,20517.24131,0.0
0.0046,34.70266,93535.45442,14.1479,0.05748,74.92875,0.01189,95.8264,1e-05,0.00599,20518.07351,0.0
0.0047,34.70344,93539.24829,14.14848,0.05748,74.9272,0.01189,95.82525,1e-05,0.00599,20518.90574,0.0
0.0048,34.70422,93543.04227,14.14905,0.05748,74.92565,0.01189,95.82409,1e-05,0.00599,20519.73799,0.0
0.0049,34.705,93546.83637,14.14962,0.05748,74.9241,0.01189,95.82294,1e-05,0.00599,20520.57027,0.0
0.005,34.70579,93550.63058,14.1502,0.05748,74.92255,0.01189,95.82179,1e-05,0.00599,20521.40257,0.0
0.0051,34.70657,93554.4249,14.15077,0.05748,74.921,0.0119,95.82063,1e-05,0.00599,20522.2349,0.0
0.0052,34.70735,93558.21934,14.15135,0.05747,74.91945,0.0119,95.81948,1e-05,0.00599,20523.06726,0.0
0.0053,34.70813,93562.01389,14.15192,0.05747,74.9179,0.0119,95.81833,1e-05,0.00599,20523.89963,0.0
0.0054,34.70892,93565.80856,14.15249,0.05747,74.91634,0.0119,95.81717,1e-05,0.00599,20524.73204,0.0
0.0055,34.7097,93569.60333,14.15307,0.05747,74.91479,0.0119,95.81602,1e-05,0.00599,20525.56447,0.0
0.0056,34.71048,93573.39822,14.15364,0.05747,74.91324,0.0119,95.81487,1e-05,0.00599,20526.39692,0.0
0.0057,34.71127,93577.19323,14.15421,0.05747,74.91169,0.0119,95.81371,1e-05,0.00599,20527.2294,0.0
0.0058,34.71205,93580.98835,14.15479,0.05747,74.91014,0.0119,95.81256,1e-05,0.00599,20528.0619,0.0
0.0059,34.71283,93584.78358,14.15536,0.05747,74.90859,0.0119,95.81141,1e-05,0.00599,20528.89443,0.0
0.006,34.71361,93588.57892,14.15594,0.05747,74.90704,0.0119,95.81025,1e-05,0.00599,20529.72698,0.0
0.0061,34.7144,93592.37438,14.15651,0.05746,74.90549,0.0119,95.8091,1e-05,0.00599,20530.55956,0.0
0.0062,34.71518,93596.16995,14.15709,0.05746,74.90394,0.0119,95.80795,1e-05,0.00599,20531.39216,0.0
0.0063,34.71596,93599.96563,14.15766,0.05746,74.90238,0.0119,95.8068,1e-05,0.00599,20532.22478,0.0
0.0064,34.71674,93603.76143,14.15823,0.05746,74.90083,0.0119,95.80564,1e-05,0.00599,20533.05744,0.0
0.0065,34.71753,93607.55734,14.15881,0.05746,74.89928,0.0119,95.80449,1e-05,0.00599,20533.89011,0.0
0.0066,34.71831,93611.35337,14.15938,0.05746,74.89773,0.0119,95.80334,1e-05,0.00599,20534.72281,0.0
0.0067,34.71909,93615.1495,14.15996,0.05746,74.89618,0.0119,95.80218,1e-05,0.00599,20535.55554,0.0
0.0068,34.71988,93618.94576,14.16053,0.05746,74.89463,0.0119,95.80103,1e-05,0.00599,20536.38829,0.0
0.0069,34.72066,93622.74212,14.1611,0.05745,74.89307,0.0119,95.79988,1e-05,0.00599,20537.22107,0.0
0.007,34.72144,93626.5386,14.16168,0.05745,74.89152,0.0119,95.79872,1e-05,0.00599,20538.05387,0.0
0.0071,34.72222,93630.33519,14.16225,0.05745,74.88997,0.0119,95.79757,1e-05,0.00599,20538.88669,0.0
0.0072,34.72301,93634.13189,14.16283,0.05745,74.88842,0.01191,95.79642,1e-05,0.00599,20539.71954,0.0
0.0073,34.72379,93637.92871,14.1634,0.05745,74.88687,0.01191,95.79527,1e-05,0.00599,20540.55242,0.0
0.0074,34.72457,93641.72564,14.16398,0.05745,74.88531,0.01191,95.79411,1e-05,0.00599,20541.38532,0.0
0.0075,34.72536,93645.52269,14.16455,0.05745,74.88376,0.01191,95.79296,1e-05,0.00599,20542.21825,0.0
0.0076,34.72614,93649.31985,14.16512,0.05745,74.88221,0.01191,95.79181,1e-05,0.00599,20543.0512,0.0
0.0077,34.72692,93653.11712,14.1657,0.05745,74.88066,0.01191,95.79066,1e-05,0.00599,20543.88417,0.0
0.0078,34.7277,93656.9145,14.16627,0.05744,74.87911,0.01191,95.7895,1e-05,0.00599,20544.71717,0.0
0.0079,34.72849,93660.712,14.16685,0.05744,74.87755,0.01191,95.78835,1e-05,0.00599,20545.5502,0.0
0.008,34.72927,93664.50961,14.16742,0.05744,74.876,0.01191,95.7872,1e-05,0.00599,20546.38325,0.0
0.0081,34.73005,93668.30734,14.168,0.05744,74.87445,0.01191,95.78604,1e-05,0.00599,20547.21632,0.0
0.0082,34.73084,93672.10518,14.16857,0.05744,74.8729,0.01191,95.78489,1e-05,0.00599,20548.04942,0.0
0.0083,34.73162,93675.90313,14.16915,0.05744,74.87134,0.01191,95.78374,1e-05,0.00599,20548.88254,0.0
0.0084,34.7324,93679.7012,14.16972,0.05744,74.86979,0.01191,95.78259,1e-05,0.00599,20549.71569,0.0
0.0085,34.73318,93683.49938,14.17029,0.05744,74.86824,0.01191,95.78143,1e-05,0.00599,20550.54887,0.0
0.0086,34.73397,93687.29767,14.17087,0.05743,74.86668,0.01191,95.78028,1e-05,0.00599,20551.38207,0.0
0.0087,34.73475,93691.09607,14.17144,0.05743,74.86513,0.01191,95.77913,1e-05,0.00599,20552.21529,0.0
0.0088,34.73553,93694.89459,14.17202,0.05743,74.86358,0.01191,95.77798,1e-05,0.00599,20553.04854,0.0
0.0089,34.73632,93698.69323,14.17259,0.05743,74.86203,0.01191,95.77682,2e-05,0.00598,20553.88181,0.0
0.009,34.7371,93702.49197,14.17317,0.05743,74.86047,0.01191,95.77567,2e-05,0.00598,20554.71511,0.0
0.0091,34.73788,93706.29083,14.17374,0.05743,74.85892,0.01191,95.77452,2e-05,0.00598,20555.54843,0.0
0.0092,34.73867,93710.0898,14.17432,0.05743,74.85737,0.01191,95.77337,2e-05,0.00598,20556.38178,0.0
0.0093,34.73945,93713.88889,14.17489,0.05743,74.85581,0.01192,95.77221,2e-05,0.00598,20557.21516,0.0
0.0094,34.74023,93717.68809,14.17547,0.05742,74.85426,0.01192,95.77106,2e-05,0.00598,20558.04855,0.0
0.0095,34.74101,93721.4874,14.17604,0.05742,74.85271,0.01192,95.76991,2e-05,0.00598,20558.88198,0.0
0.0096,34.7418,93725.28683,14.17662,0.05742,74.85115,0.01192,95.76876,2e-05,0.00598,20559.71542,0.0
0.0097,34.74258,93729.08637,14.17719,0.05742,74.8496,0.01192,95.7676,2e-05,0.00598,20560.5489,0.0
0.0098,34.74336,93732.88602,14.17776,0.05742,74.84805,0.01192,95.76645,2e-05,0.00598,20561.38239,0.0
0.0099,34.74415,93736.68579,14.17834,0.05742,74.84649,0.01192,95.7653,2e-05,0.00598,20562.21592,0.0
0.01,34.74493,93740.48567,14.17891,0.05742,74.84494,0.01192,95.76415,2e-05,0.00598,20563.04946,0.0
0.0101,34.74571,93744.28566,14.17949,0.05742,74.84338,0.01192,95.763,2e-05,0.00598,20563.88304,0.0
0.0102,34.7465,93748.08577,14.18006,0.05742,74.84183,0.01192,95.76184,2e-05,0.00598,20564.71663,0.0
0.0103,34.74728,93751.88599,14.18064,0.05741,74.84028,0.01192,95.76069,2e-05,0.00598,20565.55025,0.0
0.0104,34.74806,93755.68633,14.18121,0.05741,74.83872,0.01192,95.75954,2e-05,0.00598,20566.3839,0.0
0.0105,34.74885,93759.48677,14.18179,0.05741,74.83717,0.01192,95.75839,2e-05,0.00598,20567.21757,0.0
0.0106,34.74963,93763.28733,14.18236,0.05741,74.83561,0.01192,95.75723,2e-05,0.00598,20568.05127,0.0
0.0107,34.75041,93767.08801,14.18294,0.05741,74.83406,0.01192,95.75608,2e-05,0.00598,20568.88499,0.0
0.0108,34.75119,93770.8888,14.18351,0.05741,74.83251,0.01192,95.75493,2e-05,0.00598,20569.71874,0.0
0.0109,34.75198,93774.6897,14.18409,0.05741,74.83095,0.01192,95.75378,2e-05,0.00598,20570.55251,0.0
0.011,34.75276,93778.49071,14.18466,0.05741,74.8294,0.01192,95.75263,2e-05,0.00598,20571.38631,0.0
0.0111,34.75354,93782.29184,14.18524,0.0574,74.82784,0.01192,95.75147,2e-05,0.00598,20572.22013,0.0
0.0112,34.75433,93786.09308,14.18581,0.0574,74.82629,0.01192,95.75032,2e-05,0.00598,20573.05397,0.0
0.0113,34.75511,93789.89444,14.18639,0.0574,74.82473,0.01193,95.74917,2e-05,0.00598,20573.88784,0.0
0.0114,34.75589,93793.6959,14.18696,0.0574,74.82318,0.01193,95.74802,2e-05,0.00598,20574.72174,0.0
0.0115,34.75668,93797.49749,14.18754,0.0574,74.82162,0.01193,95.74687,2e-05,0.00598,20575.55566,0.0
0.0116,34.75746,93801.29918,14.18811,0.0574,74.82007,0.01193,95.74571,2e-05,0.00598,20576.3896,0.0
0.0117,34.75824,93805.10099,14.18869,0.0574,74.81852,0.01193,95.74456,2e-05,0.00598,20577.22357,0.0
0.0118,34.75903,93808.90291,14.18926,0.0574,74.81696,0.01193,95.74341,2e-05,0.00598,20578.05757,0.0
0.0119,34.75981,93812.70495,14.18984,0.0574,74.81541,0.01193,95.74226,2e-05,0.00598,20578.89159,0.0
0.012,34.76059,93816.5071,14.19041,0.05739,74.81385,0.01193,95.74111,2e-05,0.00598,20579.72563,0.0
0.0121,34.76138,93820.30936,14.19099,0.05739,74.8123,0.01193,95.73995,2e-05,0.00598,20580.5597,0.0
0.0122,34.76216,93824.11174,14.19156,0.05739,74.81074,0.01193,95.7388,2e-05,0.00598,20581.3938,0.0
0.0123,34.76294,93827.91423,14.19214,0.05739,74.80919,0.01193,95.73765,2e-05,0.00598,20582.22792,0.0
0.0124,34.76373,93831.71683,14.19271,0.05739,74.80763,0.01193,95.7365,2e-05,0.00598,20583.06206,0.0
0.0125,34.76451,93835.51955,14.19329,0.05739,74.80607,0.01193,95.73535,2e-05,0.00598,20583.89623,0.0
0.0126,34.76529,93839.32238,14.19386,0.05739,74.80452,0.01193,95.73419,2e-05,0.00598,20584.73043,0.0
0.0127,34.76608,93843.12532,14.19444,0.05739,74.80296,0.01193,95.73304,2e-05,0.00598,20585.56465,0.0
0.0128,34.76686,93846.92838,14.19501,0.05738,74.80141,0.01193,95.73189,2e-05,0.00598,20586.39889,0.0
0.0129,34.76764,93850.73155,14.19559,0.05738,74.79985,0.01193,95.73074,2e-05,0.00598,20587.23316,0.0
0.013,34.76843,93854.53483,14.19616,0.05738,74.7983,0.01193,95.72959,2e-05,0.00598,20588.06745,0.0
0.0131,34.76921,93858.33823,14.19674,0.05738,74.79674,0.01193,95.72844,2e-05,0.00598,20588.90177,0.0
0.0132,34.76999,93862.14174,14.19732,0.05738,74.79519,0.01193,95.72728,2e-05,0.00598,20589.73612,0.0
0.0133,34.77078,93865.94536,14.19789,0.05738,74.79363,0.01193,95.72613,2e-05,0.00598,20590.57048,0.0
0.0134,34.77156,93869.7491,14.19847,0.05738,74.79207,0.01194,95.72498,2e-05,0.00598,20591.40488,0.0
0.0135,34.77234,93873.55295,14.19904,0.05738,74.79052,0.01194,95.72383,2e-05,0.00598,20592.2393,0.0
0.0136,34.77313,93877.35692,14.19962,0.05737,74.78896,0.01194,95.72268,2e-05,0.00598,20593.07374,0.0
0.0137,34.77391,93881.16099,14.20019,0.05737,74.78741,0.01194,95.72153,2e-05,0.00598,20593.90821,0.0
0.0138,34.77469,93884.96519,14.20077,0.05737,74.78585,0.01194,95.72037,2e-05,0.00598,20594.7427,0.0
0.0139,34.77548,93888.76949,14.20134,0.05737,74.78429,0.01194,95.71922,2e-05,0.00598,20595.57722,0.0
0.014,34.77626,93892.57391,14.20192,0.05737,74.78274,0.01194,95.71807,2e-05,0.00598,20596.41176,0.0
0.0141,34.77704,93896.37844,14.20249,0.05737,74.78118,0.01194,95.71692,2e-05,0.00598,20597.24633,0.0
0.0142,34.77783,93900.18309,14.20307,0.05737,74.77962,0.01194,95.71577,2e-05,0.00598,20598.08092,0.0
0.0143,34.77861,93903.98785,14.20364,0.05737,74.77807,0.01194,95.71462,2e-05,0.00598,20598.91554,0.0
0.0144,34.7794,93907.79272,14.20422,0.05737,74.77651,0.01194,95.71347,2e-05,0.00598,20599.75018,0.0
0.0145,34.78018,93911.5977,14.2048,0.05736,74.77496,0.01194,95.71231,2e-05,0.00598,20600.58485,0.0
0.0146,34.78096,93915.4028,14.20537,0.05736,74.7734,0.01194,95.71116,2e-05,0.00598,20601.41954,0.0
0.0147,34.78175,93919.20802,14.20595,0.05736,74.77184,0.01194,95.71001,2e-05,0.00598,20602.25426,0.0
0.0148,34.78253,93923.01334,14.20652,0.05736,74.77029,0.01194,95.70886,3e-05,0.00597,20603.089,0.0
0.0149,34.78331,93926.81878,14.2071,0.05736,74.76873,0.01194,95.70771,3e-05,0.00597,20603.92377,0.0
0.015,34.7841,93930.62434,14.20767,0.05736,74.76717,0.01194,95.70656,3e-05,0.00597,20604.75856,0.0
0.0151,34.78488,93934.43,14.20825,0.05736,74.76561,0.01194,95.70541,3e-05,0.00597,20605.59338,0.0
0.0152,34.78566,93938.23578,14.20883,0.05736,74.76406,0.01194,95.70426,3e-05,0.00597,20606.42822,0.0
0.0153,34.78645,93942.04168,14.2094,0.05735,74.7625,0.01194,95.7031,3e-05,0.00597,20607.26308,0.0
0.0154,34.78723,93945.84769,14.20998,0.05735,74.76094,0.01194,95.70195,3e-05,0.00597,20608.09797,0.0
0.0155,34.78801,93949.65381,14.21055,0.05735,74.75939,0.01195,95.7008,3e-05,0.00597,20608.93289,0.0
0.0156,34.7888,93953.46004,14.21113,0.05735,74.75783,0.01195,95.69965,3e-05,0.00597,20609.76783,0.0
0.0157,34.78958,93957.26639,14.2117,0.05735,74.75627,0.01195,95.6985,3e-05,0.00597,20610.6028,0.0
0.0158,34.79037,93961.07285,14.21228,0.05735,74.75471,0.01195,95.69735,3e-05,0.00597,20611.43779,0.0
0.0159,34.79115,93964.87943,14.21286,0.05735,74.75316,0.01195,95.6962,3e-05,0.00597,20612.2728,0.0
0.016,34.79193,93968.68611,14.21343,0.05735,74.7516,0.01195,95.69505,3e-05,0.00597,20613.10785,0.0
0.0161,34.79272,93972.49292,14.21401,0.05734,74.75004,0.01195,95.69389,3e-05,0.00597,20613.94291,0.0
0.0162,34.7935,93976.29983,14.21458,0.05734,74.74848,0.01195,95.69274,3e-05,0.00597,20614.778,0.0
0.0163,34.79428,93980.10686,14.21516,0.05734,74.74693,0.01195,95.69159,3e-05,0.00597,20615.61312,0.0
0.0164,34.79507,93983.914,14.21573,0.05734,74.74537,0.01195,95.69044,3e-05,0.00597,20616.44826,0.0
0.0165,34.79585,93987.72126,14.21631,0.05734,74.74381,0.01195,95.68929,3e-05,0.00597,20617.28342,0.0
0.0166,34.79663,93991.52863,14.21689,0.05734,74.74225,0.01195,95.68814,3e-05,0.00597,20618.11861,0.0
0.0167,34.79742,93995.33611,14.21746,0.05734,74.7407,0.01195,95.68699,3e-05,0.00597,20618.95383,0.0
0.0168,34.7982,93999.14371,14.21804,0.05734,74.73914,0.01195,95.68584,3e-05,0.00597,20619.78907,0.0
0.0169,34.79899,94002.95142,14.21861,0.05734,74.73758,0.01195,95.68469,3e-05,0.00597,20620.62433,0.0
0.017,34.79977,94006.75924,14.21919,0.05733,74.73602,0.01195,95.68354,3e-05,0.00597,20621.45962,0.0
0.0171,34.80055,94010.56718,14.21977,0.05733,74.73446,0.01195,95.68238,3e-05,0.00597,20622.29494,0.0
0.0172,34.80134,94014.37523,14.22034,0.05733,74.7329,0.01195,95.68123,3e-05,0.00597,20623.13028,0.0
0.0173,34.80212,94018.1834,14.22092,0.05733,74.73135,0.01195,95.68008,3e-05,0.00597,20623.96564,0.0
0.0174,34.8029,94021.99167,14.22149,0.05733,74.72979,0.01195,95.67893,3e-05,0.00597,20624.80103,0.0
0.0175,34.80369,94025.80007,14.22207,0.05733,74.72823,0.01196,95.67778,3e-05,0.00597,20625.63645,0.0
0.0176,34.80447,94029.60857,14.22265,0.05733,74.72667,0.01196,95.67663,3e-05,0.00597,20626.47188,0.0
0.0177,34.80526,94033.41719,14.22322,0.05733,74.72511,0.01196,95.67548,3e-05,0.00597,20627.30735,0.0
0.0178,34.80604,94037.22592,14.2238,0.05732,74.72355,0.01196,95.67433,3e-05,0.00597,20628.14284,0.0
0.0179,34.80682,94041.03477,14.22437,0.05732,74.72199,0.01196,95.67318,3e-05,0.00597,20628.97835,0.0
0.018,34.80761,94044.84373,14.22495,0.05732,74.72044,0.01196,95.67203,3e-05,0.00597,20629.81389,0.0
0.0181,34.80839,94048.6528,14.22553,0.05732,74.71888,0.01196,95.67088,3e-05,0.00597,20630.64945,0.0
0.0182,34.80918,94052.46198,14.2261,0.05732,74.71732,0.01196,95.66973,3e-05,0.00597,20631.48504,0.0
0.0183,34.80996,94056.27128,14.22668,0.05732,74.71576,0.01196,95.66858,3e-05,0.00597,20632.32066,0.0
0.0184,34.81074,94060.0807,14.22726,0.05732,74.7142,0.01196,95.66742,3e-05,0.00597,20633.15629,0.0
0.0185,34.81153,94063.89022,14.22783,0.05732,74.71264,0.01196,95.66627,3e-05,0.00597,20633.99196,0.0
0.0186,34.81231,94067.69986,14.22841,0.05731,74.71108,0.01196,95.66512,3e-05,0.00597,20634.82765,0.0
0.0187,34.81309,94071.50962,14.22898,0.05731,74.70952,0.01196,95.66397,3e-05,0.00597,20635.66336,0.0
0.0188,34.81388,94075.31949,14.22956,0.05731,74.70796,0.01196,95.66282,3e-05,0.00597,20636.4991,0.0
0.0189,34.81466,94079.12947,14.23014,0.05731,74.7064,0.01196,95.66167,3e-05,0.00597,20637.33486,0.0
0.019,34.81545,94082.93956,14.23071,0.05731,74.70484,0.01196,95.66052,3e-05,0.00597,20638.17065,0.0
0.0191,34.81623,94086.74977,14.23129,0.05731,74.70329,0.01196,95.65937,3e-05,0.00597,20639.00646,0.0
0.0192,34.81701,94090.56009,14.23187,0.05731,74.70173,0.01196,95.65822,3e-05,0.00597,20639.8423,0.0
0.0193,34.8178,94094.37053,14.23244,0.05731,74.70017,0.01196,95.65707,3e-05,0.00597,20640.67816,0.0
0.0194,34.81858,94098.18107,14.23302,0.05731,74.69861,0.01196,95.65592,3e-05,0.00597,20641.51405,0.0
0.0195,34.81937,94101.99174,14.23359,0.0573,74.69705,0.01196,95.65477,3e-05,0.00597,20642.34996,0.0
0.0196,34.82015,94105.80251,14.23417,0.0573,74.69549,0.01197,95.65362,3e-05,0.00597,20643.1859,0.0
0.0197,34.82093,94109.6134,14.23475,0.0573,74.69393,0.01197,95.65247,3e-05,0.00597,20644.02186,0.0
0.0198,34.82172,94113.42441,14.23532,0.0573,74.69237,0.01197,95.65132,3e-05,0.00597,20644.85785,0.0
0.0199,34.8225,94117.23552,14.2359,0.0573,74.69081,0.01197,95.65017,3e-05,0.00597,20645.69386,0.0
0.02,34.82329,94121.04675,14.23648,0.0573,74.68925,0.01197,95.64902,3e-05,0.00597,20646.5299,0.0
0.0201,34.82407,94124.8581,14.23705,0.0573,74.68769,0.01197,95.64787,3e-05,0.00597,20647.36596,0.0
0.0202,34.82485,94128.66955,14.23763,0.0573,74.68613,0.01197,95.64672,3e-05,0.00597,20648.20205,0.0
0.0203,34.82564,94132.48112,14.23821,0.05729,74.68457,0.01197,95.64557,3e-05,0.00597,20649.03816,0.0
0.0204,34.82642,94136.29281,14.23878,0.05729,74.68301,0.01197,95.64442,3e-05,0.00597,20649.87429,0.0
0.0205,34.82721,94140.10461,14.23936,0.05729,74.68145,0.01197,95.64327,3e-05,0.00597,20650.71046,0.0
0.0206,34.82799,94143.91652,14.23994,0.05729,74.67989,0.01197,95.64212,4e-05,0.00596,20651.54664,0.0
0.0207,34.82877,94147.72854,14.24051,0.05729,74.67833,0.01197,95.64097,4e-05,0.00596,20652.38285,0.0
0.0208,34.82956,94151.54068,14.24109,0.05729,74.67676,0.01197,95.63982,4e-05,0.00596,20653.21909,0.0
0.0209,34.83034,94155.35293,14.24167,0.05729,74.6752,0.01197,95.63867,4e-05,0.00596,20654.05535,0.0
0.021,34.83113,94159.1653,14.24224,0.05729,74.67364,0.01197,95.63752,4e-05,0.00596,20654.89164,0.0
0.0211,34.83191,94162.97778,14.24282,0.05729,74.67208,0.01197,95.63637,4e-05,0.00596,20655.72795,0.0
0.0212,34.83269,94166.79037,14.2434,0.05728,74.67052,0.01197,95.63522,4e-05,0.00596,20656.56428,0.0
0.0213,34.83348,94170.60308,14.24397,0.05728,74.66896,0.01197,95.63406,4e-05,0.00596,20657.40064,0.0
0.0214,34.83426,94174.4159,14.24455,0.05728,74.6674,0.01197,95.63291,4e-05,0.00596,20658.23703,0.0
0.0215,34.83505,94178.22883,14.24513,0.05728,74.66584,0.01197,95.63176,4e-05,0.00596,20659.07344,0.0
0.0216,34.83583,94182.04188,14.2457,0.05728,74.66428,0.01197,95.63061,4e-05,0.00596,20659.90988,0.0
0.0217,34.83662,94185.85504,14.24628,0.05728,74.66272,0.01198,95.62946,4e-05,0.00596,20660.74634,0.0
0.0218,34.8374,94189.66832,14.24686,0.05728,74.66116,0.01198,95.62831,4e-05,0.00596,20661.58282,0.0
0.0219,34.83818,94193.4817,14.24743,0.05728,74.65959,0.01198,95.62716,4e-05,0.00596,20662.41933,0.0
0.022,34.83897,94197.29521,14.24801,0.05727,74.65803,0.01198,95.62602,4e-05,0.00596,20663.25587,0.0
0.0221,34.83975,94201.10882,14.24859,0.05727,74.65647,0.01198,95.62487,4e-05,0.00596,20664.09243,0.0
0.0222,34.84054,94204.92255,14.24916,0.05727,74.65491,0.01198,95.62372,4e-05,0.00596,20664.92901,0.0
0.0223,34.84132,94208.73639,14.24974,0.05727,74.65335,0.01198,95.62257,4e-05,0.00596,20665.76562,0.0
0.0224,34.84211,94212.55035,14.25032,0.05727,74.65179,0.01198,95.62142,4e-05,0.00596,20666.60226,0.0
0.0225,34.84289,94216.36442,14.25089,0.05727,74.65023,0.01198,95.62027,4e-05,0.00596,20667.43892,0.0
0.0226,34.84367,94220.1786,14.25147,0.05727,74.64866,0.01198,95.61912,4e-05,0.00596,20668.2756,0.0
0.0227,34.84446,94223.9929,14.25205,0.05727,74.6471,0.01198,95.61797,4e-05,0.00596,20669.11231,0.0
0.0228,34.84524,94227.80731,14.25262,0.05726,74.64554,0.01198,95.61682,4e-05,0.00596,20669.94905,0.0
