Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
2.446,56.03532,221439.6217,33.49432,0.01043,13.58603,0.02816,71.92928,0.00511,0.00089,48575.31793,0.0
2.4461,56.03626,221446.27403,33.49532,0.01042,13.58235,0.02816,71.92843,0.00511,0.00089,48576.77719,0.0
2.4462,56.0372,221452.92646,33.49633,0.01042,13.57868,0.02816,71.92758,0.00511,0.00089,48578.23648,0.0
2.4463,56.03813,221459.579,33.49733,0.01042,13.57501,0.02816,71.92673,0.00511,0.00089,48579.69579,0.0
2.4464,56.03907,221466.23164,33.49834,0.01041,13.57134,0.02816,71.92588,0.00511,0.00089,48581.15512,0.0
2.4465,56.04,221472.88438,33.49935,0.01041,13.56767,0.02816,71.92503,0.00511,0.00089,48582.61448,0.0
2.4466,56.04094,221479.53723,33.50035,0.01041,13.564,0.02816,71.92417,0.00511,0.00089,48584.07386,0.0
2.4467,56.04187,221486.19018,33.50136,0.01041,13.56033,0.02816,71.92332,0.00511,0.00089,48585.53326,0.0
2.4468,56.04281,221492.84323,33.50237,0.0104,13.55666,0.02816,71.92247,0.00511,0.00089,48586.99268,0.0
2.4469,56.04375,221499.49639,33.50337,0.0104,13.55299,0.02816,71.92162,0.00511,0.00089,48588.45213,0.0
2.447,56.04468,221506.14966,33.50438,0.0104,13.54932,0.02816,71.92077,0.00511,0.00089,48589.9116,0.0
2.4471,56.04562,221512.80303,33.50538,0.01039,13.54564,0.02817,71.91991,0.00511,0.00089,48591.37109,0.0
2.4472,56.04655,221519.4565,33.50639,0.01039,13.54197,0.02817,71.91906,0.00511,0.00089,48592.83061,0.0
2.4473,56.04749,221526.11007,33.5074,0.01039,13.5383,0.02817,71.91821,0.00511,0.00089,48594.29014,0.0
2.4474,56.04843,221532.76375,33.5084,0.01039,13.53463,0.02817,71.91736,0.00511,0.00089,48595.74971,0.0
2.4475,56.04936,221539.41754,33.50941,0.01038,13.53096,0.02817,71.91651,0.00511,0.00089,48597.20929,0.0
2.4476,56.0503,221546.07143,33.51042,0.01038,13.52728,0.02817,71.91566,0.00511,0.00089,48598.6689,0.0
2.4477,56.05123,221552.72542,33.51142,0.01038,13.52361,0.02817,71.9148,0.00511,0.00089,48600.12853,0.0
2.4478,56.05217,221559.37951,33.51243,0.01037,13.51994,0.02817,71.91395,0.00511,0.00089,48601.58818,0.0
2.4479,56.05311,221566.03371,33.51344,0.01037,13.51627,0.02817,71.9131,0.00511,0.00089,48603.04785,0.0
2.448,56.05404,221572.68802,33.51444,0.01037,13.5126,0.02817,71.91225,0.00511,0.00089,48604.50755,0.0
2.4481,56.05498,221579.34243,33.51545,0.01037,13.50892,0.02817,71.9114,0.00511,0.00089,48605.96727,0.0
2.4482,56.05591,221585.99694,33.51646,0.01036,13.50525,0.02817,71.91054,0.00511,0.00089,48607.42701,0.0
2.4483,56.05685,221592.65155,33.51746,0.01036,13.50158,0.02818,71.90969,0.00511,0.00089,48608.88678,0.0
2.4484,56.05779,221599.30627,33.51847,0.01036,13.4979,0.02818,71.90884,0.00511,0.00089,48610.34657,0.0
2.4485,56.05872,221605.9611,33.51948,0.01035,13.49423,0.02818,71.90799,0.00511,0.00089,48611.80638,0.0
2.4486,56.05966,221612.61603,33.52048,0.01035,13.49056,0.02818,71.90714,0.00511,0.00089,48613.26622,0.0
2.4487,56.06059,221619.27106,33.52149,0.01035,13.48688,0.02818,71.90629,0.00511,0.00089,48614.72607,0.0
2.4488,56.06153,221625.92619,33.5225,0.01035,13.48321,0.02818,71.90543,0.00511,0.00089,48616.18595,0.0
2.4489,56.06247,221632.58143,33.5235,0.01034,13.47954,0.02818,71.90458,0.00511,0.00089,48617.64586,0.0
2.449,56.0634,221639.23678,33.52451,0.01034,13.47586,0.02818,71.90373,0.00511,0.00089,48619.10578,0.0
2.4491,56.06434,221645.89223,33.52552,0.01034,13.47219,0.02818,71.90288,0.00511,0.00089,48620.56573,0.0
2.4492,56.06527,221652.54778,33.52652,0.01034,13.46852,0.02818,71.90203,0.00511,0.00089,48622.0257,0.0
2.4493,56.06621,221659.20343,33.52753,0.01033,13.46484,0.02818,71.90118,0.00511,0.00089,48623.4857,0.0
2.4494,56.06715,221665.85919,33.52854,0.01033,13.46117,0.02818,71.90032,0.00511,0.00089,48624.94572,0.0
2.4495,56.06808,221672.51506,33.52954,0.01033,13.45749,0.02819,71.89947,0.00511,0.00089,48626.40576,0.0
2.4496,56.06902,221679.17103,33.53055,0.01032,13.45382,0.02819,71.89862,0.00511,0.00089,48627.86582,0.0
2.4497,56.06995,221685.8271,33.53156,0.01032,13.45014,0.02819,71.89777,0.00511,0.00089,48629.3259,0.0
2.4498,56.07089,221692.48327,33.53256,0.01032,13.44647,0.02819,71.89692,0.00511,0.00089,48630.78601,0.0
2.4499,56.07183,221699.13955,33.53357,0.01032,13.4428,0.02819,71.89607,0.00511,0.00089,48632.24614,0.0
2.45,56.07276,221705.79594,33.53458,0.01031,13.43912,0.02819,71.89521,0.00512,0.00088,48633.7063,0.0
2.4501,56.0737,221712.45243,33.53558,0.01031,13.43545,0.02819,71.89436,0.00512,0.00088,48635.16647,0.0
2.4502,56.07463,221719.10902,33.53659,0.01031,13.43177,0.02819,71.89351,0.00512,0.00088,48636.62667,0.0
2.4503,56.07557,221725.76571,33.5376,0.0103,13.4281,0.02819,71.89266,0.00512,0.00088,48638.0869,0.0
2.4504,56.07651,221732.42251,33.5386,0.0103,13.42442,0.02819,71.89181,0.00512,0.00088,48639.54714,0.0
2.4505,56.07744,221739.07942,33.53961,0.0103,13.42075,0.02819,71.89096,0.00512,0.00088,48641.00741,0.0
2.4506,56.07838,221745.73642,33.54062,0.0103,13.41707,0.02819,71.89011,0.00512,0.00088,48642.4677,0.0
2.4507,56.07932,221752.39354,33.54162,0.01029,13.41339,0.0282,71.88925,0.00512,0.00088,48643.92801,0.0
2.4508,56.08025,221759.05075,33.54263,0.01029,13.40972,0.0282,71.8884,0.00512,0.00088,48645.38835,0.0
2.4509,56.08119,221765.70807,33.54364,0.01029,13.40604,0.0282,71.88755,0.00512,0.00088,48646.84871,0.0
2.451,56.08212,221772.36549,33.54465,0.01028,13.40237,0.0282,71.8867,0.00512,0.00088,48648.30909,0.0
2.4511,56.08306,221779.02302,33.54565,0.01028,13.39869,0.0282,71.88585,0.00512,0.00088,48649.7695,0.0
2.4512,56.084,221785.68065,33.54666,0.01028,13.39502,0.0282,71.885,0.00512,0.00088,48651.22992,0.0
2.4513,56.08493,221792.33839,33.54767,0.01028,13.39134,0.0282,71.88414,0.00512,0.00088,48652.69038,0.0
2.4514,56.08587,221798.99623,33.54867,0.01027,13.38766,0.0282,71.88329,0.00512,0.00088,48654.15085,0.0
2.4515,56.0868,221805.65417,33.54968,0.01027,13.38399,0.0282,71.88244,0.00512,0.00088,48655.61134,0.0
2.4516,56.08774,221812.31222,33.55069,0.01027,13.38031,0.0282,71.88159,0.00512,0.00088,48657.07186,0.0
2.4517,56.08868,221818.97037,33.55169,0.01026,13.37663,0.0282,71.88074,0.00512,0.00088,48658.5324,0.0
2.4518,56.08961,221825.62862,33.5527,0.01026,13.37296,0.0282,71.87989,0.00512,0.00088,48659.99297,0.0
2.4519,56.09055,221832.28698,33.55371,0.01026,13.36928,0.02821,71.87904,0.00512,0.00088,48661.45356,0.0
2.452,56.09148,221838.94544,33.55472,0.01026,13.3656,0.02821,71.87818,0.00512,0.00088,48662.91417,0.0
2.4521,56.09242,221845.60401,33.55572,0.01025,13.36193,0.02821,71.87733,0.00512,0.00088,48664.3748,0.0
2.4522,56.09336,221852.26268,33.55673,0.01025,13.35825,0.02821,71.87648,0.00512,0.00088,48665.83546,0.0
2.4523,56.09429,221858.92145,33.55774,0.01025,13.35457,0.02821,71.87563,0.00512,0.00088,48667.29613,0.0
2.4524,56.09523,221865.58033,33.55874,0.01024,13.35089,0.02821,71.87478,0.00512,0.00088,48668.75683,0.0
2.4525,56.09616,221872.23931,33.55975,0.01024,13.34722,0.02821,71.87393,0.00512,0.00088,48670.21756,0.0
2.4526,56.0971,221878.8984,33.56076,0.01024,13.34354,0.02821,71.87308,0.00512,0.00088,48671.67831,0.0
2.4527,56.09804,221885.55759,33.56177,0.01024,13.33986,0.02821,71.87222,0.00512,0.00088,48673.13908,0.0
2.4528,56.09897,221892.21688,33.56277,0.01023,13.33618,0.02821,71.87137,0.00512,0.00088,48674.59987,0.0
2.4529,56.09991,221898.87628,33.56378,0.01023,13.3325,0.02821,71.87052,0.00512,0.00088,48676.06068,0.0
2.453,56.10084,221905.53578,33.56479,0.01023,13.32883,0.02822,71.86967,0.00512,0.00088,48677.52152,0.0
2.4531,56.10178,221912.19539,33.5658,0.01023,13.32515,0.02822,71.86882,0.00512,0.00088,48678.98238,0.0
2.4532,56.10272,221918.8551,33.5668,0.01022,13.32147,0.02822,71.86797,0.00512,0.00088,48680.44326,0.0
2.4533,56.10365,221925.51491,33.56781,0.01022,13.31779,0.02822,71.86712,0.00512,0.00088,48681.90417,0.0
2.4534,56.10459,221932.17483,33.56882,0.01022,13.31411,0.02822,71.86626,0.00512,0.00088,48683.3651,0.0
2.4535,56.10553,221938.83485,33.56982,0.01021,13.31043,0.02822,71.86541,0.00512,0.00088,48684.82605,0.0
2.4536,56.10646,221945.49497,33.57083,0.01021,13.30676,0.02822,71.86456,0.00512,0.00088,48686.28703,0.0
2.4537,56.1074,221952.1552,33.57184,0.01021,13.30308,0.02822,71.86371,0.00512,0.00088,48687.74802,0.0
2.4538,56.10833,221958.81553,33.57285,0.01021,13.2994,0.02822,71.86286,0.00512,0.00088,48689.20904,0.0
2.4539,56.10927,221965.47597,33.57385,0.0102,13.29572,0.02822,71.86201,0.00512,0.00088,48690.67009,0.0
2.454,56.11021,221972.13651,33.57486,0.0102,13.29204,0.02822,71.86116,0.00513,0.00087,48692.13115,0.0
2.4541,56.11114,221978.79715,33.57587,0.0102,13.28836,0.02822,71.86031,0.00513,0.00087,48693.59224,0.0
2.4542,56.11208,221985.4579,33.57688,0.01019,13.28468,0.02823,71.85945,0.00513,0.00087,48695.05335,0.0
2.4543,56.11301,221992.11875,33.57788,0.01019,13.281,0.02823,71.8586,0.00513,0.00087,48696.51449,0.0
2.4544,56.11395,221998.77971,33.57889,0.01019,13.27732,0.02823,71.85775,0.00513,0.00087,48697.97564,0.0
2.4545,56.11489,222005.44077,33.5799,0.01019,13.27364,0.02823,71.8569,0.00513,0.00087,48699.43682,0.0
2.4546,56.11582,222012.10193,33.58091,0.01018,13.26996,0.02823,71.85605,0.00513,0.00087,48700.89803,0.0
2.4547,56.11676,222018.7632,33.58191,0.01018,13.26628,0.02823,71.8552,0.00513,0.00087,48702.35925,0.0
2.4548,56.11769,222025.42457,33.58292,0.01018,13.2626,0.02823,71.85435,0.00513,0.00087,48703.8205,0.0
2.4549,56.11863,222032.08604,33.58393,0.01017,13.25892,0.02823,71.85349,0.00513,0.00087,48705.28177,0.0
2.455,56.11957,222038.74762,33.58494,0.01017,13.25524,0.02823,71.85264,0.00513,0.00087,48706.74306,0.0
2.4551,56.1205,222045.4093,33.58594,0.01017,13.25156,0.02823,71.85179,0.00513,0.00087,48708.20438,0.0
2.4552,56.12144,222052.07109,33.58695,0.01017,13.24788,0.02823,71.85094,0.00513,0.00087,48709.66572,0.0
2.4553,56.12238,222058.73298,33.58796,0.01016,13.2442,0.02823,71.85009,0.00513,0.00087,48711.12708,0.0
2.4554,56.12331,222065.39497,33.58897,0.01016,13.24052,0.02824,71.84924,0.00513,0.00087,48712.58847,0.0
2.4555,56.12425,222072.05707,33.58998,0.01016,13.23684,0.02824,71.84839,0.00513,0.00087,48714.04987,0.0
2.4556,56.12518,222078.71927,33.59098,0.01015,13.23316,0.02824,71.84754,0.00513,0.00087,48715.5113,0.0
2.4557,56.12612,222085.38158,33.59199,0.01015,13.22948,0.02824,71.84669,0.00513,0.00087,48716.97276,0.0
2.4558,56.12706,222092.04399,33.593,0.01015,13.2258,0.02824,71.84583,0.00513,0.00087,48718.43423,0.0
2.4559,56.12799,222098.7065,33.59401,0.01015,13.22211,0.02824,71.84498,0.00513,0.00087,48719.89573,0.0
2.456,56.12893,222105.36912,33.59501,0.01014,13.21843,0.02824,71.84413,0.00513,0.00087,48721.35725,0.0
2.4561,56.12986,222112.03184,33.59602,0.01014,13.21475,0.02824,71.84328,0.00513,0.00087,48722.8188,0.0
2.4562,56.1308,222118.69466,33.59703,0.01014,13.21107,0.02824,71.84243,0.00513,0.00087,48724.28036,0.0
2.4563,56.13174,222125.35759,33.59804,0.01013,13.20739,0.02824,71.84158,0.00513,0.00087,48725.74195,0.0
2.4564,56.13267,222132.02062,33.59905,0.01013,13.20371,0.02824,71.84073,0.00513,0.00087,48727.20356,0.0
2.4565,56.13361,222138.68376,33.60005,0.01013,13.20002,0.02824,71.83988,0.00513,0.00087,48728.6652,0.0
2.4566,56.13455,222145.347,33.60106,0.01013,13.19634,0.02825,71.83903,0.00513,0.00087,48730.12686,0.0
2.4567,56.13548,222152.01034,33.60207,0.01012,13.19266,0.02825,71.83817,0.00513,0.00087,48731.58854,0.0
2.4568,56.13642,222158.67379,33.60308,0.01012,13.18898,0.02825,71.83732,0.00513,0.00087,48733.05024,0.0
2.4569,56.13735,222165.33734,33.60408,0.01012,13.1853,0.02825,71.83647,0.00513,0.00087,48734.51197,0.0
2.457,56.13829,222172.00099,33.60509,0.01011,13.18161,0.02825,71.83562,0.00513,0.00087,48735.97372,0.0
2.4571,56.13923,222178.66475,33.6061,0.01011,13.17793,0.02825,71.83477,0.00513,0.00087,48737.43549,0.0
2.4572,56.14016,222185.32861,33.60711,0.01011,13.17425,0.02825,71.83392,0.00513,0.00087,48738.89728,0.0
2.4573,56.1411,222191.99258,33.60812,0.01011,13.17057,0.02825,71.83307,0.00513,0.00087,48740.3591,0.0
2.4574,56.14204,222198.65665,33.60912,0.0101,13.16688,0.02825,71.83222,0.00513,0.00087,48741.82094,0.0
2.4575,56.14297,222205.32082,33.61013,0.0101,13.1632,0.02825,71.83137,0.00513,0.00087,48743.2828,0.0
2.4576,56.14391,222211.9851,33.61114,0.0101,13.15952,0.02825,71.83051,0.00513,0.00087,48744.74469,0.0
2.4577,56.14484,222218.64948,33.61215,0.0101,13.15583,0.02825,71.82966,0.00513,0.00087,48746.2066,0.0
2.4578,56.14578,222225.31396,33.61316,0.01009,13.15215,0.02826,71.82881,0.00513,0.00087,48747.66853,0.0
2.4579,56.14672,222231.97855,33.61416,0.01009,13.14847,0.02826,71.82796,0.00513,0.00087,48749.13048,0.0
2.458,56.14765,222238.64324,33.61517,0.01009,13.14478,0.02826,71.82711,0.00514,0.00086,48750.59246,0.0
2.4581,56.14859,222245.30804,33.61618,0.01008,13.1411,0.02826,71.82626,0.00514,0.00086,48752.05446,0.0
2.4582,56.14952,222251.97294,33.61719,0.01008,13.13742,0.02826,71.82541,0.00514,0.00086,48753.51648,0.0
2.4583,56.15046,222258.63794,33.6182,0.01008,13.13373,0.02826,71.82456,0.00514,0.00086,48754.97852,0.0
2.4584,56.1514,222265.30305,33.61921,0.01008,13.13005,0.02826,71.82371,0.00514,0.00086,48756.44059,0.0
2.4585,56.15233,222271.96826,33.62021,0.01007,13.12636,0.02826,71.82286,0.00514,0.00086,48757.90268,0.0
2.4586,56.15327,222278.63357,33.62122,0.01007,13.12268,0.02826,71.822,0.00514,0.00086,48759.3648,0.0
2.4587,56.15421,222285.29899,33.62223,0.01007,13.11899,0.02826,71.82115,0.00514,0.00086,48760.82693,0.0
2.4588,56.15514,222291.96451,33.62324,0.01006,13.11531,0.02826,71.8203,0.00514,0.00086,48762.28909,0.0
2.4589,56.15608,222298.63014,33.62425,0.01006,13.11163,0.02827,71.81945,0.00514,0.00086,48763.75127,0.0
2.459,56.15701,222305.29587,33.62525,0.01006,13.10794,0.02827,71.8186,0.00514,0.00086,48765.21348,0.0
2.4591,56.15795,222311.9617,33.62626,0.01006,13.10426,0.02827,71.81775,0.00514,0.00086,48766.6757,0.0
2.4592,56.15889,222318.62764,33.62727,0.01005,13.10057,0.02827,71.8169,0.00514,0.00086,48768.13795,0.0
2.4593,56.15982,222325.29368,33.62828,0.01005,13.09689,0.02827,71.81605,0.00514,0.00086,48769.60022,0.0
2.4594,56.16076,222331.95982,33.62929,0.01005,13.0932,0.02827,71.8152,0.00514,0.00086,48771.06252,0.0
2.4595,56.1617,222338.62607,33.6303,0.01004,13.08952,0.02827,71.81435,0.00514,0.00086,48772.52484,0.0
2.4596,56.16263,222345.29242,33.6313,0.01004,13.08583,0.02827,71.8135,0.00514,0.00086,48773.98718,0.0
2.4597,56.16357,222351.95888,33.63231,0.01004,13.08214,0.02827,71.81264,0.00514,0.00086,48775.44954,0.0
2.4598,56.1645,222358.62544,33.63332,0.01004,13.07846,0.02827,71.81179,0.00514,0.00086,48776.91193,0.0
2.4599,56.16544,222365.2921,33.63433,0.01003,13.07477,0.02827,71.81094,0.00514,0.00086,48778.37434,0.0
2.46,56.16638,222371.95887,33.63534,0.01003,13.07109,0.02827,71.81009,0.00514,0.00086,48779.83677,0.0
2.4601,56.16731,222378.62574,33.63635,0.01003,13.0674,0.02828,71.80924,0.00514,0.00086,48781.29922,0.0
2.4602,56.16825,222385.29271,33.63735,0.01002,13.06372,0.02828,71.80839,0.00514,0.00086,48782.7617,0.0
2.4603,56.16919,222391.95979,33.63836,0.01002,13.06003,0.02828,71.80754,0.00514,0.00086,48784.2242,0.0
2.4604,56.17012,222398.62697,33.63937,0.01002,13.05634,0.02828,71.80669,0.00514,0.00086,48785.68672,0.0
2.4605,56.17106,222405.29425,33.64038,0.01002,13.05266,0.02828,71.80584,0.00514,0.00086,48787.14927,0.0
2.4606,56.17199,222411.96164,33.64139,0.01001,13.04897,0.02828,71.80499,0.00514,0.00086,48788.61183,0.0
2.4607,56.17293,222418.62913,33.6424,0.01001,13.04528,0.02828,71.80414,0.00514,0.00086,48790.07443,0.0
2.4608,56.17387,222425.29673,33.64341,0.01001,13.0416,0.02828,71.80329,0.00514,0.00086,48791.53704,0.0
2.4609,56.1748,222431.96443,33.64441,0.01,13.03791,0.02828,71.80243,0.00514,0.00086,48792.99968,0.0
2.461,56.17574,222438.63223,33.64542,0.01,13.03422,0.02828,71.80158,0.00514,0.00086,48794.46233,0.0
2.4611,56.17668,222445.30014,33.64643,0.01,13.03054,0.02828,71.80073,0.00514,0.00086,48795.92502,0.0
2.4612,56.17761,222451.96815,33.64744,0.01,13.02685,0.02828,71.79988,0.00514,0.00086,48797.38772,0.0
2.4613,56.17855,222458.63626,33.64845,0.00999,13.02316,0.02829,71.79903,0.00514,0.00086,48798.85045,0.0
2.4614,56.17948,222465.30448,33.64946,0.00999,13.01947,0.02829,71.79818,0.00514,0.00086,48800.3132,0.0
2.4615,56.18042,222471.9728,33.65047,0.00999,13.01579,0.02829,71.79733,0.00514,0.00086,48801.77597,0.0
2.4616,56.18136,222478.64123,33.65147,0.00998,13.0121,0.02829,71.79648,0.00514,0.00086,48803.23877,0.0
2.4617,56.18229,222485.30976,33.65248,0.00998,13.00841,0.02829,71.79563,0.00514,0.00086,48804.70158,0.0
2.4618,56.18323,222491.97839,33.65349,0.00998,13.00472,0.02829,71.79478,0.00514,0.00086,48806.16442,0.0
2.4619,56.18417,222498.64712,33.6545,0.00998,13.00104,0.02829,71.79393,0.00514,0.00086,48807.62729,0.0
2.462,56.1851,222505.31596,33.65551,0.00997,12.99735,0.02829,71.79308,0.00515,0.00085,48809.09017,0.0
2.4621,56.18604,222511.98491,33.65652,0.00997,12.99366,0.02829,71.79223,0.00515,0.00085,48810.55308,0.0
2.4622,56.18697,222518.65395,33.65753,0.00997,12.98997,0.02829,71.79138,0.00515,0.00085,48812.01602,0.0
2.4623,56.18791,222525.3231,33.65854,0.00997,12.98628,0.02829,71.79052,0.00515,0.00085,48813.47897,0.0
2.4624,56.18885,222531.99236,33.65954,0.00996,12.9826,0.02829,71.78967,0.00515,0.00085,48814.94195,0.0
2.4625,56.18978,222538.66172,33.66055,0.00996,12.97891,0.0283,71.78882,0.00515,0.00085,48816.40495,0.0
2.4626,56.19072,222545.33118,33.66156,0.00996,12.97522,0.0283,71.78797,0.00515,0.00085,48817.86797,0.0
2.4627,56.19166,222552.00074,33.66257,0.00995,12.97153,0.0283,71.78712,0.00515,0.00085,48819.33102,0.0
2.4628,56.19259,222558.67041,33.66358,0.00995,12.96784,0.0283,71.78627,0.00515,0.00085,48820.79408,0.0
2.4629,56.19353,222565.34018,33.66459,0.00995,12.96415,0.0283,71.78542,0.00515,0.00085,48822.25718,0.0
2.463,56.19447,222572.01006,33.6656,0.00995,12.96046,0.0283,71.78457,0.00515,0.00085,48823.72029,0.0
2.4631,56.1954,222578.68004,33.66661,0.00994,12.95677,0.0283,71.78372,0.00515,0.00085,48825.18343,0.0
2.4632,56.19634,222585.35012,33.66761,0.00994,12.95308,0.0283,71.78287,0.00515,0.00085,48826.64658,0.0
2.4633,56.19727,222592.02031,33.66862,0.00994,12.94939,0.0283,71.78202,0.00515,0.00085,48828.10977,0.0
2.4634,56.19821,222598.6906,33.66963,0.00993,12.9457,0.0283,71.78117,0.00515,0.00085,48829.57297,0.0
2.4635,56.19915,222605.36099,33.67064,0.00993,12.94202,0.0283,71.78032,0.00515,0.00085,48831.0362,0.0
2.4636,56.20008,222612.03149,33.67165,0.00993,12.93833,0.0283,71.77947,0.00515,0.00085,48832.49945,0.0
2.4637,56.20102,222618.70209,33.67266,0.00993,12.93464,0.02831,71.77862,0.00515,0.00085,48833.96272,0.0
2.4638,56.20196,222625.3728,33.67367,0.00992,12.93095,0.02831,71.77777,0.00515,0.00085,48835.42602,0.0
2.4639,56.20289,222632.0436,33.67468,0.00992,12.92726,0.02831,71.77692,0.00515,0.00085,48836.88933,0.0
2.464,56.20383,222638.71452,33.67569,0.00992,12.92357,0.02831,71.77606,0.00515,0.00085,48838.35268,0.0
2.4641,56.20476,222645.38553,33.6767,0.00991,12.91987,0.02831,71.77521,0.00515,0.00085,48839.81604,0.0
2.4642,56.2057,222652.05665,33.6777,0.00991,12.91618,0.02831,71.77436,0.00515,0.00085,48841.27943,0.0
2.4643,56.20664,222658.72787,33.67871,0.00991,12.91249,0.02831,71.77351,0.00515,0.00085,48842.74283,0.0
2.4644,56.20757,222665.3992,33.67972,0.00991,12.9088,0.02831,71.77266,0.00515,0.00085,48844.20627,0.0
2.4645,56.20851,222672.07063,33.68073,0.0099,12.90511,0.02831,71.77181,0.00515,0.00085,48845.66972,0.0
2.4646,56.20945,222678.74216,33.68174,0.0099,12.90142,0.02831,71.77096,0.00515,0.00085,48847.1332,0.0
2.4647,56.21038,222685.4138,33.68275,0.0099,12.89773,0.02831,71.77011,0.00515,0.00085,48848.5967,0.0
2.4648,56.21132,222692.08554,33.68376,0.00989,12.89404,0.02832,71.76926,0.00515,0.00085,48850.06022,0.0
2.4649,56.21226,222698.75738,33.68477,0.00989,12.89035,0.02832,71.76841,0.00515,0.00085,48851.52377,0.0
2.465,56.21319,222705.42933,33.68578,0.00989,12.88666,0.02832,71.76756,0.00515,0.00085,48852.98733,0.0
2.4651,56.21413,222712.10138,33.68679,0.00989,12.88297,0.02832,71.76671,0.00515,0.00085,48854.45092,0.0
2.4652,56.21506,222718.77353,33.6878,0.00988,12.87927,0.02832,71.76586,0.00515,0.00085,48855.91454,0.0
2.4653,56.216,222725.44579,33.68881,0.00988,12.87558,0.02832,71.76501,0.00515,0.00085,48857.37817,0.0
2.4654,56.21694,222732.11815,33.68981,0.00988,12.87189,0.02832,71.76416,0.00515,0.00085,48858.84183,0.0
2.4655,56.21787,222738.79062,33.69082,0.00987,12.8682,0.02832,71.76331,0.00515,0.00085,48860.30552,0.0
2.4656,56.21881,222745.46319,33.69183,0.00987,12.86451,0.02832,71.76246,0.00515,0.00085,48861.76922,0.0
2.4657,56.21975,222752.13586,33.69284,0.00987,12.86081,0.02832,71.76161,0.00515,0.00085,48863.23295,0.0
2.4658,56.22068,222758.80863,33.69385,0.00987,12.85712,0.02832,71.76076,0.00515,0.00085,48864.6967,0.0
2.4659,56.22162,222765.48151,33.69486,0.00986,12.85343,0.02832,71.75991,0.00515,0.00085,48866.16047,0.0
2.466,56.22256,222772.1545,33.69587,0.00986,12.84974,0.02833,71.75906,0.00516,0.00084,48867.62426,0.0
2.4661,56.22349,222778.82758,33.69688,0.00986,12.84604,0.02833,71.75821,0.00516,0.00084,48869.08808,0.0
2.4662,56.22443,222785.50077,33.69789,0.00985,12.84235,0.02833,71.75735,0.00516,0.00084,48870.55192,0.0
2.4663,56.22536,222792.17407,33.6989,0.00985,12.83866,0.02833,71.7565,0.00516,0.00084,48872.01579,0.0
2.4664,56.2263,222798.84746,33.69991,0.00985,12.83497,0.02833,71.75565,0.00516,0.00084,48873.47967,0.0
2.4665,56.22724,222805.52096,33.70092,0.00985,12.83127,0.02833,71.7548,0.00516,0.00084,48874.94358,0.0
2.4666,56.22817,222812.19457,33.70193,0.00984,12.82758,0.02833,71.75395,0.00516,0.00084,48876.40751,0.0
2.4667,56.22911,222818.86827,33.70294,0.00984,12.82389,0.02833,71.7531,0.00516,0.00084,48877.87147,0.0
2.4668,56.23005,222825.54208,33.70395,0.00984,12.82019,0.02833,71.75225,0.00516,0.00084,48879.33544,0.0
2.4669,56.23098,222832.216,33.70495,0.00983,12.8165,0.02833,71.7514,0.00516,0.00084,48880.79944,0.0
2.467,56.23192,222838.89002,33.70596,0.00983,12.81281,0.02833,71.75055,0.00516,0.00084,48882.26347,0.0
2.4671,56.23286,222845.56414,33.70697,0.00983,12.80911,0.02833,71.7497,0.00516,0.00084,48883.72751,0.0
2.4672,56.23379,222852.23836,33.70798,0.00983,12.80542,0.02834,71.74885,0.00516,0.00084,48885.19158,0.0
2.4673,56.23473,222858.91269,33.70899,0.00982,12.80173,0.02834,71.748,0.00516,0.00084,48886.65567,0.0
2.4674,56.23566,222865.58712,33.71,0.00982,12.79803,0.02834,71.74715,0.00516,0.00084,48888.11978,0.0
2.4675,56.2366,222872.26166,33.71101,0.00982,12.79434,0.02834,71.7463,0.00516,0.00084,48889.58392,0.0
2.4676,56.23754,222878.9363,33.71202,0.00982,12.79064,0.02834,71.74545,0.00516,0.00084,48891.04808,0.0
2.4677,56.23847,222885.61104,33.71303,0.00981,12.78695,0.02834,71.7446,0.00516,0.00084,48892.51226,0.0
2.4678,56.23941,222892.28589,33.71404,0.00981,12.78325,0.02834,71.74375,0.00516,0.00084,48893.97646,0.0
2.4679,56.24035,222898.96083,33.71505,0.00981,12.77956,0.02834,71.7429,0.00516,0.00084,48895.44069,0.0
2.468,56.24128,222905.63589,33.71606,0.0098,12.77587,0.02834,71.74205,0.00516,0.00084,48896.90494,0.0
2.4681,56.24222,222912.31104,33.71707,0.0098,12.77217,0.02834,71.7412,0.00516,0.00084,48898.36921,0.0
2.4682,56.24316,222918.9863,33.71808,0.0098,12.76848,0.02834,71.74035,0.00516,0.00084,48899.8335,0.0
2.4683,56.24409,222925.66167,33.71909,0.0098,12.76478,0.02834,71.7395,0.00516,0.00084,48901.29782,0.0
2.4684,56.24503,222932.33713,33.7201,0.00979,12.76109,0.02835,71.73865,0.00516,0.00084,48902.76216,0.0
2.4685,56.24597,222939.0127,33.72111,0.00979,12.75739,0.02835,71.7378,0.00516,0.00084,48904.22652,0.0
2.4686,56.2469,222945.68838,33.72212,0.00979,12.7537,0.02835,71.73695,0.00516,0.00084,48905.69091,0.0
